wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,7,0,25,25,4,2,23,1,0.916666667,89,0,0,0.892857143,0.666666667,2,3,16.2,1,0.6,0
5,7,0,22,25,4,1,21,1,0.916666667,87,0,0,0.892857143,0.666666667,2,3,15.8,1,0.6,0
5,5,0,20,29,4,5,15,4,0.916666667,200,0,0,0.942307692,0.666666667,4,9,38.4,1,0.6,0
2,2,0,25,22,1,1,24,2,2,132,0,0,0.8,0.666666667,0,0,65,1,0.5,0
4,4,0,11,19,4,1,10,3,1,90,0,0,0.978723404,0.555555556,3,9,20.75,1,0.5,0
6,6,0,15,23,3,1,14,1,0.866666667,94,0,0,0.851851852,0.733333333,2,3,14.16666667,1,0.6667,0
4,7,0,9,13,4,1,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
4,4,0,26,48,4,1,25,3,1,241,0,0,0.966666667,0.555555556,3,6,58.5,1,0.5,0
7,3,0,22,48,17,0,22,6,0.962962963,243,0.222222222,0,0.864864865,0.5,0,0,32.42857143,8,1.7143,0
5,4,0,16,24,8,1,15,3,1,118,0,0,0.968421053,0.4375,3,8,22,1,0.6,0
5,6,0,22,23,4,1,21,1,0.916666667,90,0,0,0.888888889,0.666666667,2,3,16.4,1,0.6,1
13,4,0,32,77,36,9,23,11,0.861111111,479,0,0,0.893203883,0.645833333,3,12,35.61538462,1,0.8462,0
5,4,0,19,19,10,0,19,1,2,76,0,0,0.885714286,0.7,1,2,14.2,4,1.4,0
2,3,0,11,8,1,1,10,2,2,48,0,0,0.875,0.625,1,1,23,3,1.5,0
4,7,0,11,13,4,2,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,1,0,5,7,1,0,5,0,1,26,1,0,0,1,0,0,10,0,0,0
2,1,0,7,9,1,0,7,0,1,36,1,0,0,1,0,0,14,0,0,0
2,3,0,20,21,1,1,19,2,2,111,0,0,0.875,0.625,2,2,54.5,1,0.5,0
8,4,0,20,69,22,2,18,5,0.952380952,321,0.333333333,0,0.914285714,0.571428571,3,5,38.75,1,0.75,0
2,3,0,7,11,1,1,6,2,2,42,0,0,0.875,0.625,1,1,20,3,1.5,0
5,7,0,11,19,4,2,9,1,0.916666667,72,0,0,0.892857143,0.666666667,2,3,12.8,1,0.6,0
5,7,0,29,25,4,6,23,1,0.916666667,89,0,0,0.892857143,0.666666667,2,3,16.2,1,0.6,0
8,4,2,28,63,26,3,25,1,1,457,0.333333333,0,0.833333333,0.476190476,2,7,55.75,7,2.25,0
2,3,0,24,21,1,1,23,2,2,76,0,0,0.875,0.6,1,1,37,1,0.5,0
5,4,0,9,14,8,1,8,1,1,45,0,0,0.869565217,0.5,2,4,7.4,1,0.6,0
2,1,0,12,14,1,0,12,0,1,61,1,0,0,1,0,0,24,0,0,0
5,6,0,18,20,4,1,17,1,0.916666667,73,0,0,0.884615385,0.666666667,2,3,13,1,0.6,0
2,3,0,9,16,1,0,9,2,2,53,0,0,0.966666667,0.666666667,2,3,25.5,2,1,0
2,3,0,12,15,1,0,12,2,2,70,0,0,0.875,0.625,1,1,34,5,2.5,0
27,1,0,56,196,335,2,54,12,1.011538462,4436,0.7,0,0,0.115384615,0,0,162.5555556,44,7.2593,1
2,3,0,17,16,1,5,12,2,2,70,0,0,0.875,0.625,1,1,34,1,0.5,0
4,5,0,15,29,4,2,13,3,1,109,0,0,0.960784314,0.555555556,4,8,25.5,1,0.5,0
13,1,0,18,51,38,1,17,0,0.861111111,541,0.888888889,0,0,0.638888889,0,0,39.92307692,12,3.7692,0
4,4,0,20,26,4,1,19,3,1,94,0,0,0.96969697,0.555555556,3,4,21.75,1,0.5,0
4,3,0,26,86,4,0,26,1,0.888888889,508,0.166666667,0,0.953488372,0.458333333,1,1,124.5,15,5.25,0
6,6,0,18,19,3,5,13,1,0.866666667,72,0,0,0.857142857,0.733333333,2,3,10.5,1,0.6667,0
4,6,0,10,13,4,1,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
6,4,0,24,32,15,2,22,1,1,195,0,0,0.857142857,0.404761905,1,3,30.83333333,5,2,0
0,1,0,2,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,1
2,4,0,19,15,1,2,17,2,2,74,0,0,0.944444444,0.625,1,1,36,8,4,0
5,4,0,12,17,10,0,12,1,2,58,0,0,0.882352941,0.55,1,3,10.6,3,1.2,0
2,3,0,10,14,1,1,9,2,2,53,0,0,0.875,0.625,1,1,25.5,4,2,0
6,1,0,4,6,15,3,1,6,2,6,0,0,0,0.583333333,0,0,0,1,1,0
2,3,0,21,26,1,2,19,2,2,116,0,0,0.875,0.625,1,1,57,6,3,1
12,1,0,33,114,54,1,32,5,1.053475936,793,0.882352941,0,0,0.20661157,0,0,63.66666667,12,2.3333,0
2,4,0,18,12,1,1,17,2,2,50,0,0,0.944444444,0.625,1,1,24,1,0.5,0
3,4,0,26,20,1,2,24,2,0.5,145,0,0,0.944444444,0.625,2,2,47,1,0.3333,1
2,3,0,17,18,1,1,16,2,2,74,0,0,0.875,0.625,1,1,36,1,0.5,0
2,3,0,10,10,1,1,9,2,2,48,0,0,0.875,0.625,2,2,23,5,2.5,0
3,4,0,2,8,3,0,2,2,1.166666667,29,0,0,0.983333333,1,3,5,7.666666667,1,0.3333,0
2,3,0,22,34,1,2,20,2,2,140,0,0,0.875,0.625,1,1,69,1,0.5,0
5,3,0,11,21,8,0,11,2,0.833333333,133,0.333333333,0,0.842105263,0.4,0,0,25,5,1.8,0
4,5,0,11,13,4,2,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
2,3,0,9,11,1,1,8,2,2,48,0,0,0.875,0.666666667,2,2,23,5,2.5,0
7,5,0,27,30,15,1,26,1,0.944444444,134,0,0,0.807692308,0.611111111,2,5,17.71428571,1,0.7143,0
5,6,0,18,20,4,1,17,1,0.916666667,71,0,0,0.884615385,0.666666667,2,3,12.6,1,0.6,0
2,3,0,6,7,1,0,6,2,2,16,0,0,0.961538462,0.666666667,2,4,7,1,0.5,0
9,1,0,25,34,36,0,25,8,1.0625,191,0.5,0,0,0.255555556,0,0,20,4,2,1
2,3,0,26,20,1,5,21,2,2,80,0,0,0.875,0.625,1,1,39,1,0.5,0
5,7,0,13,18,8,1,12,1,1,53,0,0,0.888888889,0.666666667,2,3,9,1,0.6,0
6,5,0,15,10,15,10,5,2,2,31,0,0,0.886363636,0.375,3,7,4.166666667,1,0.8333,0
5,5,0,14,17,4,1,13,1,0.916666667,60,0,0,0.88,0.666666667,2,3,10.4,1,0.6,0
5,4,0,13,16,10,1,12,1,1.25,52,1,0,0.878787879,0.55,2,3,9.2,4,1.4,0
5,6,0,15,23,4,1,14,1,0.9375,105,0,0,0.884615385,0.666666667,2,3,19.2,1,0.6,0
2,4,0,23,25,1,2,21,2,2,126,0,0,0.944444444,0.625,1,2,62,1,0.5,0
2,2,0,4,5,1,0,4,2,2,23,0,0,0.75,0.625,1,1,10.5,1,0.5,0
2,2,0,4,3,1,0,4,2,2,7,0,0,0.8,0.666666667,0,0,2.5,1,0.5,0
2,3,0,18,15,1,1,17,2,2,68,0,0,0.875,0.625,1,1,33,1,0.5,0
6,7,0,26,30,9,1,25,2,0.933333333,111,0,0,0.862068966,0.666666667,2,3,17,1,0.6667,0
4,5,0,15,29,4,2,13,3,1,109,0,0,0.960784314,0.555555556,4,8,25.5,1,0.5,0
3,3,0,11,19,1,2,9,2,0.75,72,0,0,0.875,0.666666667,1,1,22.33333333,5,1.6667,0
6,1,0,8,24,9,1,7,6,0.966666667,148,0.5,0,0,0.333333333,0,0,22.66666667,6,1.8333,0
4,5,0,16,19,4,1,15,3,1,70,0,0,0.960784314,0.555555556,4,7,15.75,1,0.5,1
5,5,0,18,30,8,5,13,4,1,108,0,0,0.942307692,0.5,4,11,20,1,0.6,0
2,3,0,9,13,1,2,7,2,2,43,0,0,0.857142857,0.666666667,0,0,20.5,3,1.5,0
5,6,0,19,20,4,2,17,1,0.916666667,71,0,0,0.884615385,0.666666667,2,3,12.6,1,0.6,0
4,4,0,8,13,4,0,8,3,1,53,0,0,0.941176471,0.555555556,3,4,11.5,1,0.5,0
5,5,0,13,16,4,1,12,1,0.916666667,60,0,0,0.88,0.666666667,2,3,10.4,1,0.6,0
1,1,0,1,1,0,1,0,0,2,134,0,0,0,0,0,0,129,0,0,0
5,5,0,13,18,4,3,10,1,0.916666667,78,0,0,0.88,0.666666667,2,3,14,1,0.6,0
6,7,0,15,23,3,1,14,1,0.866666667,93,0,0,0.862068966,0.733333333,2,3,14,1,0.6667,0
2,3,0,20,12,1,1,19,2,2,57,0,0,0.875,0.625,1,1,27.5,1,0.5,0
2,3,0,13,15,1,1,12,2,2,57,0,0,0.875,0.625,1,1,27.5,4,2,0
7,4,0,20,34,21,0,20,5,1,301,0.25,0,0.880952381,0.333333333,1,1,41.42857143,5,1.2857,1
2,1,0,13,15,1,0,13,0,1,66,1,0,0,1,0,0,26,0,0,0
2,3,0,19,13,1,3,16,2,2,67,0,0,0.875,0.625,1,1,32.5,7,3.5,0
2,4,4,8,4,1,4,4,2,2,9,0,0,0.952380952,0.666666667,1,1,3.5,1,0.5,0
2,3,0,8,14,1,0,8,2,2,51,0,0,0.875,0.666666667,1,1,24.5,4,2,0
6,6,0,19,22,3,4,15,1,0.866666667,89,0,0,0.851851852,0.733333333,2,3,13.33333333,1,0.6667,0
5,6,0,17,18,4,1,16,1,0.916666667,61,0,0,0.884615385,0.666666667,2,3,10.6,1,0.6,0
4,4,0,18,20,4,5,13,3,1,105,0,0,0.962962963,0.666666667,3,4,24.5,1,0.5,0
2,3,0,18,31,1,2,16,2,2,171,0,0,0.875,0.625,1,1,84.5,1,0.5,0
4,7,0,14,16,4,1,13,1,1,50,0,0,0.923076923,0.555555556,2,2,10.75,1,0.5,0
2,3,0,13,17,1,1,12,2,2,62,0,0,0.875,0.6,1,1,30,4,2,0
4,7,0,11,13,4,2,9,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
5,1,0,3,43,0,0,3,4,0.583333333,329,0.833333333,0,0,0.416666667,0,0,63.6,1,0.6,0
25,1,0,208,86,292,183,25,22,0.958333333,627,0.333333333,0,0,0.149305556,0,0,23.84,10,2.44,1
2,3,0,23,13,1,5,18,2,2,58,0,0,0.875,0.625,1,1,28,4,2,0
2,1,0,67,69,1,0,67,0,1,336,1,0,0,1,0,0,134,0,0,0
2,3,0,13,16,1,2,11,2,2,61,0,0,0.875,0.625,1,1,29.5,4,2,0
2,3,0,29,40,1,1,28,2,2,224,0,0,0.875,0.625,1,1,111,1,0.5,0
4,6,0,10,13,4,1,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
2,4,0,20,16,1,0,20,2,2,68,0,0,0.944444444,0.625,1,1,33,1,0.5,0
4,6,0,14,13,4,5,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
14,1,0,35,96,85,0,35,10,0.897435897,487,0.333333333,0,0,0.285714286,0,0,33.35714286,7,1.8571,0
2,3,0,11,8,1,1,10,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
3,5,0,8,21,3,0,8,1,1,336,0,0,0.96,0.666666667,1,2,109,1,0.6667,0
5,2,0,28,63,8,1,28,2,0.975,601,0.3,0,0.85,0.375,1,1,117.2,15,3.4,0
2,3,0,10,7,1,1,9,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
5,7,0,18,21,4,1,17,1,0.916666667,82,0,0,0.892857143,0.666666667,2,3,14.8,1,0.6,0
8,4,3,26,29,28,3,23,3,2,266,0,0,0.708333333,0.296875,1,1,32.25,5,1.5,0
2,3,0,17,22,1,2,15,2,2,140,0,0,0.875,0.625,1,1,69,1,0.5,0
6,1,0,33,43,13,26,7,4,0.975,448,0.125,0,0,0.311111111,0,0,72.33333333,21,6.3333,0
2,3,0,8,13,1,0,8,2,2,55,0,0,0.857142857,0.666666667,1,1,26.5,5,2.5,0
4,4,0,33,32,6,9,24,2,2,347,0,0,0.85,0.375,2,2,85.75,23,6.75,0
5,5,0,17,16,4,5,12,1,0.916666667,63,0,0,0.88,0.666666667,2,3,11,1,0.6,0
2,3,0,20,21,1,4,16,2,2,98,0,0,0.875,0.583333333,1,1,48,1,0.5,0
2,3,0,13,23,1,1,12,2,1,100,0,0,0.96,0.666666667,0,0,48,6,3,0
5,5,0,20,20,4,5,15,1,0.916666667,74,0,0,0.88,0.666666667,2,3,13.2,5,1.4,0
2,1,0,3,5,1,0,3,0,1,16,1,0,0,1,0,0,6,0,0,0
5,7,0,17,25,4,1,16,1,0.916666667,88,0,0,0.888888889,0.666666667,3,4,16,1,0.6,0
4,4,0,21,30,4,1,20,3,1,131,0,0,0.978723404,0.555555556,3,9,31,1,0.5,0
2,4,0,26,43,1,1,25,2,2,253,0,0,0.944444444,0.625,1,2,125.5,1,0.5,1
5,5,0,13,17,4,1,12,1,0.916666667,64,0,0,0.88,0.666666667,2,3,11.2,1,0.6,0
4,7,0,10,13,4,2,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,4,0,31,54,1,2,29,2,1,434,0,0,0.944444444,0.625,1,2,215.5,1,0.5,0
6,1,0,23,51,15,0,23,2,1.11,584,0.75,0,0,0.466666667,0,0,93,11,4.3333,0
5,5,0,6,9,10,4,2,5,1.25,28,0,0,0.962962963,0.65,1,1,4.4,1,0.2,0
4,4,0,20,32,4,2,18,3,1,133,0,0,0.978723404,0.555555556,3,9,31.5,1,0.5,0
5,7,0,14,17,4,2,12,1,0.916666667,68,0,0,0.892857143,0.666666667,2,4,12,1,0.6,0
4,1,0,2,6,6,0,2,4,2,13,0,0,0,0.625,0,0,2.25,1,0.75,0
4,4,0,20,28,4,1,19,3,1,145,0,0,0.978723404,0.555555556,4,10,34.5,1,0.5,0
2,4,0,57,45,1,13,44,2,1,331,0,0,0.944444444,0.625,2,2,163.5,1,0.5,0
2,3,0,12,11,1,1,11,2,2,38,0,0,0.875,0.625,1,1,18,4,2,0
5,1,0,7,30,8,1,6,3,0.875,158,0.5,0,0,0.25,0,0,30.2,11,3.6,0
2,4,0,22,14,1,11,11,2,2,55,0,0,0.944444444,0.625,1,1,26.5,1,0.5,0
5,7,0,17,19,4,1,16,1,0.916666667,75,0,0,0.888888889,0.666666667,2,3,13.4,1,0.6,0
2,3,0,5,4,1,1,4,2,2,12,0,0,0.857142857,0.666666667,1,1,5,1,0.5,0
4,5,0,24,30,4,1,23,3,1,111,0,0,0.960784314,0.555555556,4,8,26,1,0.5,0
2,3,0,24,12,1,3,21,2,2,69,0,0,0.875,0.625,1,1,33.5,1,0.5,0
5,7,0,10,19,4,1,9,1,0.916666667,72,0,0,0.892857143,0.666666667,2,3,12.8,1,0.6,0
5,4,0,28,44,4,2,26,4,0.916666667,214,0,0,0.968421053,0.666666667,3,10,41.2,1,0.6,0
4,6,0,11,13,4,2,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
5,5,0,17,19,4,1,16,1,0.916666667,73,0,0,0.88,0.666666667,2,3,13,1,0.6,0
2,3,0,21,8,1,8,13,2,2,24,0,0,0.875,0.625,1,1,11,1,0.5,0
2,1,0,2,4,1,0,2,0,1,11,1,0,0,1,0,0,4,0,0,0
2,3,0,14,12,1,1,13,2,2,50,0,0,0.875,0.625,1,1,24,2,1,0
5,6,0,13,20,4,0,13,1,0.916666667,72,0,0,0.884615385,0.666666667,2,3,12.8,1,0.6,0
54,2,0,5,55,1431,0,5,54,2,163,0,0,0.710382514,0.185185185,0,0,2.018518519,1,0.9815,0
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,4,0,23,50,4,2,21,4,0.916666667,257,0,0,0.951612903,0.583333333,3,5,49.8,1,0.6,0
2,1,0,9,11,1,0,9,0,1,46,1,0,0,1,0,0,18,0,0,0
2,3,0,14,16,1,1,13,2,2,61,0,0,0.875,0.625,1,1,29.5,4,2,0
2,2,0,4,5,1,0,4,2,2,23,0,0,0.75,0.625,1,1,10.5,1,0.5,0
3,3,0,10,24,1,1,9,2,0.75,83,0.5,0,0.857142857,0.666666667,1,1,26,4,1.3333,0
29,1,11,38,112,356,14,24,14,0.880952381,1197,0.75,2,0,0.221428571,0,0,39.86206897,11,3,1
3,2,2,9,5,3,2,7,3,2,15,0,0,0.666666667,0.583333333,0,0,4,1,0.6667,0
5,6,0,15,18,4,0,15,1,0.916666667,64,0,0,0.884615385,0.666666667,2,3,11.2,1,0.6,0
2,3,0,10,8,1,0,10,2,2,25,0,0,0.875,0.666666667,1,1,11.5,1,0.5,1
2,3,0,10,11,1,0,10,2,2,77,0,0,0.875,0.666666667,1,1,37.5,7,3.5,0
5,7,0,13,16,4,2,11,1,0.916666667,62,0,0,0.888888889,0.666666667,2,3,10.8,1,0.6,0
4,4,0,14,29,0,0,14,2,0.944444444,314,0.583333333,0,0.913043478,0.5,0,0,74.5,5,1.5,0
5,1,0,5,18,4,3,2,5,0.9,148,0.6,0,0,0.6,0,0,27.6,8,2.4,0
2,3,0,18,11,1,4,14,2,2,42,0,0,0.875,0.625,1,1,20,3,1.5,0
73,1,0,15,75,2610,0,15,73,0.980555556,241,1,0,0,0.073972603,0,0,2.232876712,1,0.9863,0
5,7,0,14,17,4,1,13,1,0.916666667,58,0,0,0.892857143,0.666666667,2,3,10,1,0.6,0
2,3,0,25,14,1,4,21,2,2,55,0,0,0.875,0.625,1,1,26.5,3,1.5,0
2,3,0,17,20,1,4,13,2,2,81,0,0,0.875,0.625,1,1,39.5,1,0.5,1
6,1,0,23,34,7,4,19,3,0.857142857,797,0.142857143,0,0,0.5,0,0,130.6666667,2,0.8333,0
41,1,0,8,42,780,8,0,41,0.975,204,1,0,0,0.37195122,0,0,3.487804878,1,0.9756,0
2,3,0,15,17,1,1,14,2,2,66,0,0,0.875,0.625,1,1,32,7,3.5,0
10,1,0,21,32,43,7,14,4,0.962962963,183,0.333333333,0,0,0.361111111,0,0,17,4,1.8,0
2,3,0,9,15,1,1,8,2,2,60,0,0,0.875,0.625,1,1,29,4,2,0
2,1,0,6,8,1,0,6,0,1,31,1,0,0,1,0,0,12,0,0,0
5,7,0,16,18,4,1,15,1,0.916666667,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
5,5,0,2,10,10,0,2,2,1.083333333,35,0,0,0.957746479,1,4,8,5.4,1,0.6,0
2,3,0,10,6,1,4,6,2,2,17,0,0,0.875,0.625,1,1,7.5,1,0.5,0
5,4,0,10,14,10,2,8,1,2,42,0,0,0.878787879,0.55,2,3,7.4,3,1.2,0
2,1,0,7,9,1,0,7,0,1,36,1,0,0,1,0,0,14,0,0,0
5,4,0,15,16,10,3,12,1,2,68,0,0,0.878787879,0.55,2,3,12.6,7,2,0
0,1,0,5,0,0,5,0,0,2,19,0,0,0,0,0,0,0,0,0,0
4,4,0,11,14,6,1,10,3,1.111111111,47,0,0,0.96969697,0.555555556,3,3,10,1,0.5,0
2,4,0,16,14,1,1,15,2,2,48,0,0,0.944444444,0.625,2,2,23,1,0.5,0
4,4,0,28,70,4,1,27,3,1,401,0,0,0.978723404,0.555555556,4,8,98.5,1,0.5,0
13,1,0,35,128,16,2,33,4,0.911347518,1761,0.468085106,0,0,0.135416667,0,0,130.8461538,8,2.1538,0
4,5,0,10,13,4,1,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
4,4,0,19,32,4,1,18,3,1,141,0,0,0.962264151,0.555555556,3,5,33.5,1,0.5,0
3,3,0,25,73,1,0,25,1,0.916666667,348,0.166666667,0,0.976190476,0.75,2,3,113,11,3.6667,0
6,4,0,8,26,15,0,8,5,1,113,0.333333333,0,0.902439024,0.45,1,1,17.33333333,5,1.6667,0
4,4,0,15,24,4,2,13,3,1,101,0,0,0.978723404,0.555555556,3,9,23.5,1,0.5,0
5,4,0,25,48,8,2,23,4,1,216,0,0,0.968421053,0.4375,4,11,41.4,1,0.6,0
4,4,0,6,8,6,1,5,1,1.333333333,22,1,0,0.90625,0.4375,2,2,4.25,1,0.75,0
5,4,0,19,35,4,2,17,4,0.916666667,198,0,0,0.968421053,0.666666667,3,12,38,1,0.6,0
4,4,0,24,62,4,1,23,3,1,323,0,0,0.966666667,0.555555556,3,5,79,1,0.5,0
5,7,0,15,18,4,0,15,1,0.916666667,64,0,0,0.888888889,0.666666667,2,3,11.2,1,0.6,0
2,2,0,12,9,1,3,9,2,2,26,0,0,0.8,0.666666667,0,0,12,1,0.5,0
3,1,0,5,21,1,1,4,2,0.75,81,0.5,0,0,0.75,0,0,25.33333333,1,0.3333,0
2,3,0,7,5,1,2,5,2,2,14,0,0,0.875,0.666666667,1,1,6,1,0.5,0
12,4,2,40,102,54,5,37,0,0.962121212,910,0.666666667,0,0.803921569,0.212121212,3,4,73.83333333,19,3.5,0
2,1,0,25,27,1,0,25,0,1,126,1,0,0,1,0,0,50,0,0,0
2,4,0,31,26,1,2,29,2,2,145,0,0,0.944444444,0.625,2,2,71.5,1,0.5,0
3,1,0,3,9,3,0,3,2,1,31,0,0,0,0.333333333,0,0,9,2,1,0
2,3,0,10,11,1,3,7,2,2,45,0,0,0.875,0.625,1,1,21.5,3,1.5,0
2,2,0,12,16,1,1,11,2,2,65,0,0,0.8,0.666666667,0,0,31.5,5,2.5,0
6,4,0,30,109,13,1,29,4,1.05,638,0,0,0.927272727,0.36,3,5,104.6666667,2,0.8333,0
2,3,0,9,13,1,1,8,2,2,49,0,0,0.875,0.625,1,1,23.5,4,2,0
5,5,0,16,20,4,3,13,1,0.916666667,92,0,0,0.88,0.666666667,2,3,16.8,1,0.6,0
4,4,0,28,56,4,1,27,3,1,282,0,0,0.966666667,0.555555556,3,7,68.75,1,0.5,0
2,3,0,19,21,1,2,17,2,2,93,0,0,0.875,0.625,1,1,45.5,8,4,0
4,4,0,15,23,4,1,14,3,1,94,0,0,0.978723404,0.555555556,3,10,21.75,1,0.5,0
2,1,0,2,4,1,0,2,0,1,11,1,0,0,1,0,0,4,0,0,0
4,4,0,13,28,4,0,13,2,0.875,256,0.5,1,0.88,0.75,0,0,61,4,1.75,0
2,3,0,9,22,1,1,8,2,1,79,0,0,0.875,0.666666667,1,1,38,5,2.5,0
6,2,0,31,60,15,0,31,3,1.133333333,613,0,0,0.615384615,0.357142857,0,0,100.6666667,25,9.3333,0
2,3,0,11,5,1,7,4,2,2,15,0,0,0.857142857,0.666666667,0,0,6.5,1,0.5,0
5,7,0,14,17,4,2,12,1,0.916666667,68,0,0,0.892857143,0.666666667,2,4,12,1,0.6,0
2,1,0,35,37,1,0,35,0,1,176,1,0,0,1,0,0,70,0,0,0
6,6,0,25,32,3,4,21,1,0.866666667,132,0,0,0.851851852,0.733333333,2,3,20.5,1,0.6667,0
4,5,0,15,29,4,2,13,3,1,109,0,0,0.960784314,0.555555556,4,8,25.5,1,0.5,0
19,1,0,56,131,165,16,41,13,1.027777778,885,0.875,0,0,0.155555556,0,0,45.15789474,9,2.6316,1
4,4,0,8,13,4,0,8,3,1,53,0,0,0.941176471,0.555555556,3,4,11.5,1,0.5,0
2,4,0,6,4,1,1,5,2,2,11,1,0,0.888888889,0.625,2,2,4,1,0.5,0
2,1,0,2,5,1,1,1,2,2,27,0,0,0,0.75,0,0,12.5,3,1.5,0
5,4,0,14,41,4,2,12,4,0.916666667,204,0,0,0.955223881,0.666666667,3,5,39.2,1,0.6,0
6,7,0,15,20,3,2,13,1,0.866666667,75,0,0,0.857142857,0.733333333,2,3,11,1,0.6667,1
5,4,0,14,24,8,4,10,4,1,107,0,0,0.968421053,0.666666667,3,13,19.8,1,0.6,0
2,2,0,9,12,1,1,8,2,2,46,0,0,0.8,0.666666667,0,0,22,1,0.5,0
3,2,0,12,21,1,0,12,2,0.75,94,0.5,0,0.666666667,0.625,1,1,29.66666667,5,1.6667,0
3,1,0,27,18,1,17,10,1,0.75,62,0.5,0,0,0.5,0,0,19,4,1.3333,0
2,1,0,2,4,1,0,2,0,1,11,1,0,0,1,0,0,4,0,0,0
2,3,0,19,25,1,2,17,2,2,123,0,0,0.875,0.625,1,1,60.5,1,0.5,0
3,3,0,30,41,1,5,25,2,2,210,0,0,0.777777778,0.476190476,2,2,69,5,2,0
5,7,0,15,19,8,1,14,2,1,56,0,0,0.892857143,0.583333333,2,3,9.6,1,0.6,0
5,7,0,16,19,4,1,15,1,0.916666667,66,0,0,0.892857143,0.666666667,2,3,11.6,1,0.6,0
7,4,0,11,33,13,0,11,1,0.95,324,0.5,0,0.891304348,0.375,2,3,43.85714286,2,0.8571,0
2,3,0,21,20,1,1,20,2,2,89,0,0,0.875,0.625,1,1,43.5,6,3,0
2,2,0,7,21,1,1,6,2,2,125,0,0,0.962962963,0.666666667,1,3,61.5,9,4.5,0
5,5,0,2,10,10,0,2,2,1.083333333,35,0,0,0.955223881,1,4,7,5.4,1,0.6,0
4,2,77,86,16,6,77,9,3,1,53,0,0,0.666666667,0.666666667,0,0,11.75,1,0.5,0
3,3,0,27,46,3,1,26,2,0.75,219,0,0,0.75,0.5,1,1,71.33333333,4,1.6667,0
3,3,0,38,53,1,1,37,2,0.875,251,0.25,0,0.875,0.666666667,1,1,81.33333333,12,4,1
6,4,1,8,13,15,1,7,1,2,34,0,0,0.861111111,0.75,1,2,4.666666667,1,0.8333,0
5,5,0,12,17,8,1,11,1,1,60,0,0,0.88,0.5,2,5,10.4,1,0.6,1
2,1,0,9,11,1,0,9,0,1,81,1,0,0,1,0,0,32,0,0,0
2,1,0,5,7,1,0,5,0,1,31,1,0,0,1,0,0,12,0,0,0
7,5,0,22,30,15,1,21,1,0.944444444,114,0,0,0.807692308,0.611111111,2,5,14.85714286,1,0.7143,0
2,3,0,14,18,1,1,13,2,2,67,0,0,0.875,0.6,1,1,32.5,4,2,0
3,4,0,27,53,3,2,25,2,1,639,0,0,0.894736842,0.466666667,1,2,211.6666667,22,7.6667,1
2,4,0,8,4,1,0,8,2,2,12,0,0,0.944444444,0.6,1,1,5,1,0.5,0
5,7,0,23,25,4,2,21,1,0.916666667,99,0,0,0.892857143,0.666666667,2,3,18.2,1,0.6,0
5,6,0,24,26,4,5,19,1,0.916666667,102,0,0,0.884615385,0.666666667,2,3,18.8,1,0.6,0
6,5,0,16,22,13,1,15,1,1,70,0,0,0.846153846,0.6,2,7,10.16666667,1,0.6667,0
2,4,0,19,22,1,1,18,2,2,97,0,0,0.909090909,0.625,1,1,47.5,1,0.5,0
5,5,0,2,10,10,0,2,2,1.083333333,35,0,0,0.957746479,1,4,8,5.4,1,0.6,0
2,3,0,15,12,1,4,11,2,2,59,0,0,0.875,0.583333333,1,1,28.5,1,0.5,0
2,3,0,7,17,1,0,7,2,2,74,0,0,0.875,0.625,1,1,36,8,4,0
5,4,0,27,35,4,2,25,4,0.916666667,200,0,0,0.955223881,0.666666667,3,5,38.4,1,0.6,0
33,1,0,8,34,526,0,8,33,0.96875,95,1,0,0,0.128787879,0,0,1.848484848,1,0.9697,0
8,4,0,25,67,22,1,24,4,1,544,0,0,0.896551724,0.457142857,3,5,66.5,3,1.25,0
5,8,0,23,24,4,2,21,1,0.916666667,90,0,0,0.896551724,0.666666667,2,3,16.4,1,0.6,0
2,3,0,16,18,1,4,12,2,2,74,0,0,0.875,0.625,1,1,36,1,0.5,0
6,4,5,23,29,15,5,18,1,1,129,0.75,0,0.911111111,0.7,1,1,19.83333333,2,0.8333,0
3,3,0,16,33,1,2,14,2,0.75,237,0,0,0.875,0.666666667,1,1,77.33333333,24,8,0
4,2,0,9,37,2,0,9,2,1,388,0.777777778,0,0.894736842,0.833333333,0,0,91.5,6,1.75,0
